row,cid,primera,segunda ,tercera,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
2047,86303552,-7.7,-7.5,-7.2,"N-[3-[5-methyl-2-[[1-methyl-3-(trifluoromethyl)pyrazol-4-yl]amino]-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide","SCHEMBL15995839|N-[3-[5-methyl-2-[[1-methyl-3-(trifluoromethyl)pyrazol-4-yl]amino]-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",469.4,C22H18F3N7O2,105,836,2.5,34,2,9,5,"InChI=1S/C22H18F3N7O2/c1-4-17(33)27-13-6-5-7-14(9-13)32-18(34)8-12(2)15-10-26-21(29-20(15)32)28-16-11-31(3)30-19(16)22(23,24)25/h4-11H,1H2,2-3H3,(H,27,33)(H,26,28,29)",CC1=CC(=O)N(C2=NC(=NC=C12)NC3=CN(N=C3C(F)(F)F)C)C4=CC=CC(=C4)NC(=O)C=C,AAEPFBULPJOZCS-UHFFFAOYSA-N,"N-[3-[5-methyl-2-[[1-methyl-3-(trifluoromethyl)pyrazol-4-yl]amino]-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",NULL,Classification|Patents,2,NULL,20141231,"ECI Group, LCSB, University of Luxembourg|Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL|Thomson Pharma",Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
2048,86303553,-8,-7.9,-7.8,"N-[3-[5-methyl-2-[4-(1-methylpiperidin-4-yl)anilino]-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",SCHEMBL15994631,494.6,C29H30N6O2,90.5,861,3.8,37,2,6,6,"InChI=1S/C29H30N6O2/c1-4-26(36)31-23-6-5-7-24(17-23)35-27(37)16-19(2)25-18-30-29(33-28(25)35)32-22-10-8-20(9-11-22)21-12-14-34(3)15-13-21/h4-11,16-18,21H,1,12-15H2,2-3H3,(H,31,36)(H,30,32,33)",CC1=CC(=O)N(C2=NC(=NC=C12)NC3=CC=C(C=C3)C4CCN(CC4)C)C5=CC=CC(=C5)NC(=O)C=C,HRJLPXHXHYTSTO-UHFFFAOYSA-N,"N-[3-[5-methyl-2-[4-(1-methylpiperidin-4-yl)anilino]-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",NULL,Patents,1,NULL,20141231,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL|Thomson Pharma,Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
2049,86303860,-7.6,-7.6,-7.4,"N-[3-[5-methyl-2-[[3-methyl-1-[(3S)-1-methylpyrrolidin-3-yl]pyrazol-4-yl]amino]-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",SCHEMBL15995957,484.6,C26H28N8O2,108,880,2.1,36,2,7,6,"InChI=1S/C26H28N8O2/c1-5-23(35)28-18-7-6-8-19(12-18)34-24(36)11-16(2)21-13-27-26(30-25(21)34)29-22-15-33(31-17(22)3)20-9-10-32(4)14-20/h5-8,11-13,15,20H,1,9-10,14H2,2-4H3,(H,28,35)(H,27,29,30)/t20-/m0/s1",CC1=CC(=O)N(C2=NC(=NC=C12)NC3=CN(N=C3C)[C@H]4CCN(C4)C)C5=CC=CC(=C5)NC(=O)C=C,MZSWTKZQROQOLT-FQEVSTJZSA-N,"N-[3-[5-methyl-2-[[3-methyl-1-[(3S)-1-methylpyrrolidin-3-yl]pyrazol-4-yl]amino]-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",NULL,Patents,1,NULL,20141231,"ECI Group, LCSB, University of Luxembourg|Google Patents|SureChEMBL|Thomson Pharma",Curation Efforts|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
2050,86303862,-7.4,-7.3,-7.2,"N-[3-[2-[4-(4-acetylpiperazin-1-yl)-2-chloroanilino]-5-methyl-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",SCHEMBL15994363,558,C29H28ClN7O3,111,1000,3.3,40,2,7,6,"InChI=1S/C29H28ClN7O3/c1-4-26(39)32-20-6-5-7-22(15-20)37-27(40)14-18(2)23-17-31-29(34-28(23)37)33-25-9-8-21(16-24(25)30)36-12-10-35(11-13-36)19(3)38/h4-9,14-17H,1,10-13H2,2-3H3,(H,32,39)(H,31,33,34)",CC1=CC(=O)N(C2=NC(=NC=C12)NC3=C(C=C(C=C3)N4CCN(CC4)C(=O)C)Cl)C5=CC=CC(=C5)NC(=O)C=C,ZZAPMCNPDLQXGH-UHFFFAOYSA-N,"N-[3-[2-[4-(4-acetylpiperazin-1-yl)-2-chloroanilino]-5-methyl-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",NULL,Patents,1,NULL,20141231,Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL|Thomson Pharma,Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
2051,86304004,-7.5,-7.4,-7.4,"N-[3-[2-[4-[(3S)-3,4-dimethylpiperazin-1-yl]-2-methoxyanilino]-5-methyl-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",SCHEMBL15994940,539.6,C30H33N7O3,103,960,3.6,40,2,8,7,"InChI=1S/C30H33N7O3/c1-6-27(38)32-21-8-7-9-23(15-21)37-28(39)14-19(2)24-17-31-30(34-29(24)37)33-25-11-10-22(16-26(25)40-5)36-13-12-35(4)20(3)18-36/h6-11,14-17,20H,1,12-13,18H2,2-5H3,(H,32,38)(H,31,33,34)/t20-/m0/s1",C[C@H]1CN(CCN1C)C2=CC(=C(C=C2)NC3=NC=C4C(=CC(=O)N(C4=N3)C5=CC=CC(=C5)NC(=O)C=C)C)OC,KOSYHFYRKSADPR-FQEVSTJZSA-N,"N-[3-[2-[4-[(3S)-3,4-dimethylpiperazin-1-yl]-2-methoxyanilino]-5-methyl-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",NULL,Patents,1,NULL,20141231,"ECI Group, LCSB, University of Luxembourg|Google Patents|SureChEMBL|Thomson Pharma",Curation Efforts|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
2052,86304162,-7.9,-7.7,-7.6,"N-[3-[2-[4-[(3R)-3,4-dimethylpiperazin-1-yl]-2-methoxyanilino]-5-methyl-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",SCHEMBL15994606,539.6,C30H33N7O3,103,960,3.6,40,2,8,7,"InChI=1S/C30H33N7O3/c1-6-27(38)32-21-8-7-9-23(15-21)37-28(39)14-19(2)24-17-31-30(34-29(24)37)33-25-11-10-22(16-26(25)40-5)36-13-12-35(4)20(3)18-36/h6-11,14-17,20H,1,12-13,18H2,2-5H3,(H,32,38)(H,31,33,34)/t20-/m1/s1",C[C@@H]1CN(CCN1C)C2=CC(=C(C=C2)NC3=NC=C4C(=CC(=O)N(C4=N3)C5=CC=CC(=C5)NC(=O)C=C)C)OC,KOSYHFYRKSADPR-HXUWFJFHSA-N,"N-[3-[2-[4-[(3R)-3,4-dimethylpiperazin-1-yl]-2-methoxyanilino]-5-methyl-7-oxopyrido[2,3-d]pyrimidin-8-yl]phenyl]prop-2-enamide",NULL,Patents,1,NULL,20141231,Google Patents|SureChEMBL|Thomson Pharma,Curation Efforts|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
2053,86587736,-8.6,-8.4,-8.1,"2-[4-(4-Bromophenyl)-1-piperazinyl]N4-(3-methoxyphenyl)-N6,N6-dimethyl-4,6-pyrimidinediamine","2-[4-(4-BROMOPHENYL)-1-PIPERAZINYL]-N4-(3-METHOXYPHENYL)-N6,N6-DIMETHYL-4,6-PYRIMIDINEDIAMINE|2-[4-(4-BROMOPHENYL)-1-PIPERAZINYL]N4-(3-METHOXYPHENYL)-N6,N6-DIMETHYL-4,6-PYRIMIDINEDIAMINE",483.4,C23H27BrN6O,56.8,538,5.2,31,1,7,6,"InChI=1S/C23H27BrN6O/c1-28(2)22-16-21(25-18-5-4-6-20(15-18)31-3)26-23(27-22)30-13-11-29(12-14-30)19-9-7-17(24)8-10-19/h4-10,15-16H,11-14H2,1-3H3,(H,25,26,27)",CN(C)C1=NC(=NC(=C1)NC2=CC(=CC=C2)OC)N3CCN(CC3)C4=CC=C(C=C4)Br,FMZYIPSCHUYPBT-UHFFFAOYSA-N,"2-[4-(4-bromophenyl)piperazin-1-yl]-6-N-(3-methoxyphenyl)-4-N,4-N-dimethylpyrimidine-4,6-diamine",NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO),Curation Efforts|Governmental Organizations|Research and Development,NULL
2054,86587737,-8.1,-7.9,-6.5,"N4,N4-dimethyl-N6-(4-methylphenyl)-2-(1-piperazinyl)-4,6-pyrimidinediamine","SCHEMBL18162511|N4,N4-dimethyl-N6-(4-methylphenyl)-2-(1-piperazinyl)-4,6-pyrimidinediamine",312.4,C17H24N6,56.3,349,2.7,23,2,6,4,"InChI=1S/C17H24N6/c1-13-4-6-14(7-5-13)19-15-12-16(22(2)3)21-17(20-15)23-10-8-18-9-11-23/h4-7,12,18H,8-11H2,1-3H3,(H,19,20,21)",CC1=CC=C(C=C1)NC2=CC(=NC(=N2)N3CCNCC3)N(C)C,SXIIGGRBFNWDHJ-UHFFFAOYSA-N,"4-N,4-N-dimethyl-6-N-(4-methylphenyl)-2-piperazin-1-ylpyrimidine-4,6-diamine",NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2055,86594697,-7.5,-7,-7,"[8-(2,6-Difluoro-phenyl)-4-(4-fluoro-2-methyl-phenyl)-7-oxo-7,8-dihydro-pyrido[2,3-d]pyrimidin-2-ylamino]-acetonitrile","SCHEMBL1064025|[8-(2,6-difluoro-phenyl)-4-(4-fluoro-2-methyl-phenyl)-7-oxo-7,8-dihydro-pyrido[2,3-d]pyrimidin-2-ylamino]-acetonitrile|[8-(2,6-difluoro-phenyl)4-(4-fluoro-2-methyl-phenyl)-7-oxo-7,8-dihydro-pyrido[2,3-d]pyrimidin-2-ylamino)-acetonitrile",421.4,C22H14F3N5O,81.9,732,4.1,31,1,8,4,"InChI=1S/C22H14F3N5O/c1-12-11-13(23)5-6-14(12)19-15-7-8-18(31)30(20-16(24)3-2-4-17(20)25)21(15)29-22(28-19)27-10-9-26/h2-8,11H,10H2,1H3,(H,27,28,29)",CC1=C(C=CC(=C1)F)C2=C3C=CC(=O)N(C3=NC(=N2)NCC#N)C4=C(C=CC=C4F)F,MUNLJCJZZBIRMK-UHFFFAOYSA-N,"2-[[8-(2,6-difluorophenyl)-4-(4-fluoro-2-methylphenyl)-7-oxopyrido[2,3-d]pyrimidin-2-yl]amino]acetonitrile",NULL,Classification|Patents,2,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2056,86606185,-6.6,-6.4,-6.4,"2-(4-amino-2-methoxy-phenylamino)-4-(2-(2-fluoro-ethyl)-1-methyl-3-oxo-2,3-dihydro-1H-isoindol-4-ylamino)-5-trifluoromethyl-pyrimidine","2-(4-amino-2-methoxy-phenylamino)-4-(2-(2-fluoro-ethyl)-1-methyl-3-oxo-2,3-dihydro-1H-isoindol-4-ylamino)-5-trifluoromethyl-pyrimidine|SCHEMBL1612392",490.5,C23H22F4N6O2,105,731,4.5,35,3,11,7,"InChI=1S/C23H22F4N6O2/c1-12-14-4-3-5-17(19(14)21(34)33(12)9-8-24)30-20-15(23(25,26)27)11-29-22(32-20)31-16-7-6-13(28)10-18(16)35-2/h3-7,10-12H,8-9,28H2,1-2H3,(H2,29,30,31,32)",CC1C2=C(C(=CC=C2)NC3=NC(=NC=C3C(F)(F)F)NC4=C(C=C(C=C4)N)OC)C(=O)N1CCF,OYXXWUPJYPTSRK-UHFFFAOYSA-N,7-[[2-(4-amino-2-methoxyanilino)-5-(trifluoromethyl)pyrimidin-4-yl]amino]-2-(2-fluoroethyl)-3-methyl-3H-isoindol-1-one,NULL,Classification|Patents,2,NULL,20150202,"ECI Group, LCSB, University of Luxembourg|Google Patents|IBM|NextMove Software|SureChEMBL",Curation Efforts|Research and Development,NULL
2057,86614104,-8.1,-8,-7.7,"1,1-dimethylethyl [1-[6-(1H-benzimidazol-1-yl)-9H-purin-2-yl]-4-piperidinyl]carbamate","1,1-dimethylethyl [1-[6-(1H-benzimidazol-1-yl)-9H-purin-2-yl]-4-piperidinyl]carbamate",434.5,C22H26N8O2,114,665,3.3,32,2,7,5,"InChI=1S/C22H26N8O2/c1-22(2,3)32-21(31)26-14-8-10-29(11-9-14)20-27-18-17(23-12-24-18)19(28-20)30-13-25-15-6-4-5-7-16(15)30/h4-7,12-14H,8-11H2,1-3H3,(H,26,31)(H,23,24,27,28)",CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC3=C(C(=N2)N4C=NC5=CC=CC=C54)NC=N3,FBFQKURKJXUTKX-UHFFFAOYSA-N,tert-butyl N-[1-[6-(benzimidazol-1-yl)-7H-purin-2-yl]piperidin-4-yl]carbamate,NULL,Patents,1,NULL,20150202,Google Patents|NextMove Software|PATENTSCOPE (WIPO),Curation Efforts|Governmental Organizations|Research and Development,NULL
2058,86619944,-5.9,-5.7,-5.7,[3-(4-Benzotriazol-1-yl-pyrimidin-2-ylamino)]-cyclopropylmethanone,SCHEMBL5097013|[3-(4-benzotriazol-1-yl-pyrimidin-2-ylamino)]-cyclopropylmethanone,280.28,C14H12N6O,85.6,394,1.9,21,1,6,4,"InChI=1S/C14H12N6O/c21-8-9-7-11(9)16-14-15-6-5-13(17-14)20-12-4-2-1-3-10(12)18-19-20/h1-6,8-9,11H,7H2,(H,15,16,17)",C1C(C1NC2=NC=CC(=N2)N3C4=CC=CC=C4N=N3)C=O,ZHIGICQEFOWPHT-UHFFFAOYSA-N,2-[[4-(benzotriazol-1-yl)pyrimidin-2-yl]amino]cyclopropane-1-carbaldehyde,NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2059,86620190,-7.4,-7,-7,"2-[4-(2-Amino-ethyl)-phenylamino]-8-indan-5-yl-5-oxo-5,8-dihydro-pyrido[2,3-d]pyrimidine-6-carboxylic acid methoxy-amide","SCHEMBL4572999|2-[4-(2-amino-ethyl)-phenylamino]-8-indan-5-yl-5-oxo-5,8-dihydro-pyrido[2,3-d]pyrimidine-6-carboxylic acid methoxy-amide",470.5,C26H26N6O3,123,798,4,35,3,8,7,"InChI=1S/C26H26N6O3/c1-35-31-25(34)22-15-32(20-10-7-17-3-2-4-18(17)13-20)24-21(23(22)33)14-28-26(30-24)29-19-8-5-16(6-9-19)11-12-27/h5-10,13-15H,2-4,11-12,27H2,1H3,(H,31,34)(H,28,29,30)",CONC(=O)C1=CN(C2=NC(=NC=C2C1=O)NC3=CC=C(C=C3)CCN)C4=CC5=C(CCC5)C=C4,KSNIAVGXOUJQGW-UHFFFAOYSA-N,"2-[4-(2-aminoethyl)anilino]-8-(2,3-dihydro-1H-inden-5-yl)-N-methoxy-5-oxopyrido[2,3-d]pyrimidine-6-carboxamide",NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2060,86620191,-7.5,-7.2,-7.2,"[4-(8-Indan-5-yl-6-methoxycarbamoyl-5-oxo-5,8-dihydro-pyrido[2,3-d]pyrimidin-2-ylamino)-phenyl]-acetic acid","SCHEMBL4573743|[4-(8-indan-5-yl-6-methoxycarbamoyl-5-oxo-5,8-dihydro-pyrido[2,3-d]pyrimidin-2-ylamino)-phenyl]-acetic acid",485.5,C26H23N5O5,134,873,4.1,36,3,9,7,"InChI=1S/C26H23N5O5/c1-36-30-25(35)21-14-31(19-10-7-16-3-2-4-17(16)12-19)24-20(23(21)34)13-27-26(29-24)28-18-8-5-15(6-9-18)11-22(32)33/h5-10,12-14H,2-4,11H2,1H3,(H,30,35)(H,32,33)(H,27,28,29)",CONC(=O)C1=CN(C2=NC(=NC=C2C1=O)NC3=CC=C(C=C3)CC(=O)O)C4=CC5=C(CCC5)C=C4,JHNNEAGAUWAPKL-UHFFFAOYSA-N,"2-[4-[[8-(2,3-dihydro-1H-inden-5-yl)-6-(methoxycarbamoyl)-5-oxopyrido[2,3-d]pyrimidin-2-yl]amino]phenyl]acetic acid",NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2061,86620194,-7.7,-7.7,-7.7,"8-(4-Ethyl-phenyl)-5-oxo-2-(4-piperidin-4-yl-phenylamino)-5,8-dihydro-pyrido[2,3-d]pyrimidine-6-carboxylic acid methoxy-amide","SCHEMBL4586231|8-(4-ethyl-phenyl)-5-oxo-2-(4-piperidin-4-yl-phenylamino)-5,8-dihydro-pyrido[2,3-d]pyrimidine-6-carboxylic acid methoxy-amide",498.6,C28H30N6O3,109,815,4.7,37,3,8,7,"InChI=1S/C28H30N6O3/c1-3-18-4-10-22(11-5-18)34-17-24(27(36)33-37-2)25(35)23-16-30-28(32-26(23)34)31-21-8-6-19(7-9-21)20-12-14-29-15-13-20/h4-11,16-17,20,29H,3,12-15H2,1-2H3,(H,33,36)(H,30,31,32)",CCC1=CC=C(C=C1)N2C=C(C(=O)C3=CN=C(N=C32)NC4=CC=C(C=C4)C5CCNCC5)C(=O)NOC,PUNLTLCQYKAPSR-UHFFFAOYSA-N,"8-(4-ethylphenyl)-N-methoxy-5-oxo-2-(4-piperidin-4-ylanilino)pyrido[2,3-d]pyrimidine-6-carboxamide",NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2062,86620635,-7.5,-7.4,-6.9,"7-(4-fluorophenyl)-2-(2-hydroxy-1,2-dimethyl-propylamino)-7H-pyrrolo[2,3-d]pyrimidine-6-carboxylic acid (2-chlorophenyl)-amide","7-(4-fluorophenyl)-2-(2-hydroxy-1,2-dimethyl-propylamino)-7H-pyrrolo[2,3-d]pyrimidine-6-carboxylic acid (2-chlorophenyl)-amide",467.9,C24H23ClFN5O2,92.1,677,4.9,33,3,6,6,"InChI=1S/C24H23ClFN5O2/c1-14(24(2,3)33)28-23-27-13-15-12-20(22(32)29-19-7-5-4-6-18(19)25)31(21(15)30-23)17-10-8-16(26)9-11-17/h4-14,33H,1-3H3,(H,29,32)(H,27,28,30)",CC(C(C)(C)O)NC1=NC=C2C=C(N(C2=N1)C3=CC=C(C=C3)F)C(=O)NC4=CC=CC=C4Cl,OOWTXFFUNDCVLA-UHFFFAOYSA-N,"N-(2-chlorophenyl)-7-(4-fluorophenyl)-2-[(3-hydroxy-3-methylbutan-2-yl)amino]pyrrolo[2,3-d]pyrimidine-6-carboxamide",NULL,Classification|Patents,2,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO),Curation Efforts|Governmental Organizations|Research and Development,NULL
2063,86624104,-6.9,-6.7,-6.7,4-[[4-(3-Chloro-4-fluoroanilino)pyrimidin-2-yl]amino]benzenesulfonyl chloride,SCHEMBL4881338,413.3,C16H11Cl2FN4O2S,92.4,557,4.7,26,2,7,5,"InChI=1S/C16H11Cl2FN4O2S/c17-13-9-11(3-6-14(13)19)21-15-7-8-20-16(23-15)22-10-1-4-12(5-2-10)26(18,24)25/h1-9H,(H2,20,21,22,23)",C1=CC(=CC=C1NC2=NC=CC(=N2)NC3=CC(=C(C=C3)F)Cl)S(=O)(=O)Cl,LLHPNZJQFHJIFD-UHFFFAOYSA-N,4-[[4-(3-chloro-4-fluoroanilino)pyrimidin-2-yl]amino]benzenesulfonyl chloride,NULL,Classification|Patents,2,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2064,86624105,-7.7,-7.3,-7.2,4-[4-Chloro-6-(4-fluorophenylamino)pyrimidin-2-ylamino]-N-methyl-N-(1-methylpiperidin-4-yl)benzene-sulfonamide,SCHEMBL4622923|4-[4-Chloro-6-(4-fluorophenylamino)pyrimidin-2-ylamino]-N-methyl-N-(1-methylpiperidin-4-yl)benzene-sulfonamide,505,C23H26ClFN6O2S,98.8,734,4.8,34,2,9,7,"InChI=1S/C23H26ClFN6O2S/c1-30-13-11-19(12-14-30)31(2)34(32,33)20-9-7-18(8-10-20)27-23-28-21(24)15-22(29-23)26-17-5-3-16(25)4-6-17/h3-10,15,19H,11-14H2,1-2H3,(H2,26,27,28,29)",CN1CCC(CC1)N(C)S(=O)(=O)C2=CC=C(C=C2)NC3=NC(=CC(=N3)Cl)NC4=CC=C(C=C4)F,GNVPOHFQXRRTIW-UHFFFAOYSA-N,4-[[4-chloro-6-(4-fluoroanilino)pyrimidin-2-yl]amino]-N-methyl-N-(1-methylpiperidin-4-yl)benzenesulfonamide,NULL,Classification|Patents,2,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2065,86624107,-7.5,-7.4,-7.3,4-[[4-Chloro-6-(4-fluoroanilino)pyrimidin-2-yl]amino]benzenesulfonyl chloride,NULL,413.3,C16H11Cl2FN4O2S,92.4,549,5,26,2,7,5,"InChI=1S/C16H11Cl2FN4O2S/c17-14-9-15(20-11-3-1-10(19)2-4-11)23-16(22-14)21-12-5-7-13(8-6-12)26(18,24)25/h1-9H,(H2,20,21,22,23)",C1=CC(=CC=C1NC2=CC(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)Cl)Cl)F,IASDQIGQMSHNFX-UHFFFAOYSA-N,4-[[4-chloro-6-(4-fluoroanilino)pyrimidin-2-yl]amino]benzenesulfonyl chloride,NULL,Classification|Patents,2,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
2066,86627706,-6.4,-6.3,-6.2,"(R)-Ethyl 9-(2-methoxyphenyl)-8-oxo-2-(pyrrolidin-3-ylamino)-8,9-dihydro-7H-purine-6-carboxylate","(R)-Ethyl 9-(2-methoxyphenyl)-8-oxo-2-(pyrrolidin-3-ylamino)-8,9-dihydro-7H-purine-6-carboxylate",398.4,C19H22N6O4,118,607,1.5,29,3,8,7,"InChI=1S/C19H22N6O4/c1-3-29-17(26)15-14-16(24-18(22-15)21-11-8-9-20-10-11)25(19(27)23-14)12-6-4-5-7-13(12)28-2/h4-7,11,20H,3,8-10H2,1-2H3,(H,23,27)(H,21,22,24)/t11-/m1/s1",CCOC(=O)C1=C2C(=NC(=N1)N[C@@H]3CCNC3)N(C(=O)N2)C4=CC=CC=C4OC,TUKNKNQUMYAADH-LLVKDONJSA-N,ethyl 9-(2-methoxyphenyl)-8-oxo-2-[[(3R)-pyrrolidin-3-yl]amino]-7H-purine-6-carboxylate,NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO),Curation Efforts|Governmental Organizations|Research and Development,NULL
2067,86627714,-6.6,-6.3,-6.2,"(S)-Ethyl 9-(2-methoxyphenyl)-8-oxo-2-(pyrrolidin-3-ylamino)-8,9-dihydro-7H-purine-6-carboxylate","(S)-Ethyl 9-(2-methoxyphenyl)-8-oxo-2-(pyrrolidin-3-ylamino)-8,9-dihydro-7H-purine-6-carboxylate",398.4,C19H22N6O4,118,607,1.5,29,3,8,7,"InChI=1S/C19H22N6O4/c1-3-29-17(26)15-14-16(24-18(22-15)21-11-8-9-20-10-11)25(19(27)23-14)12-6-4-5-7-13(12)28-2/h4-7,11,20H,3,8-10H2,1-2H3,(H,23,27)(H,21,22,24)/t11-/m0/s1",CCOC(=O)C1=C2C(=NC(=N1)N[C@H]3CCNC3)N(C(=O)N2)C4=CC=CC=C4OC,TUKNKNQUMYAADH-NSHDSACASA-N,ethyl 9-(2-methoxyphenyl)-8-oxo-2-[[(3S)-pyrrolidin-3-yl]amino]-7H-purine-6-carboxylate,NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO),Curation Efforts|Governmental Organizations|Research and Development,NULL
2068,86633853,-7,-6.9,-6.8,"[5-Chloro-4-(2-methoxy-4-morpholin-4-yl-phenylamino)-pyrimidin-2-ylamino]-6-methoxy-1-methyl-1,3,4,5-tetrahydro-benzo[b]azepin-2-one","[5-Chloro-4-(2-methoxy-4-morpholin-4-yl-phenylamino)-pyrimidin-2-ylamino]-6-methoxy-1-methyl-1,3,4,5-tetrahydro-benzo[b]azepin-2-one",539,C27H31ClN6O4,101,776,4.2,38,2,9,7,"InChI=1S/C27H31ClN6O4/c1-33-22-5-4-6-23(36-2)18(22)8-10-21(26(33)35)31-27-29-16-19(28)25(32-27)30-20-9-7-17(15-24(20)37-3)34-11-13-38-14-12-34/h4-7,9,15-16,21H,8,10-14H2,1-3H3,(H2,29,30,31,32)",CN1C2=C(CCC(C1=O)NC3=NC=C(C(=N3)NC4=C(C=C(C=C4)N5CCOCC5)OC)Cl)C(=CC=C2)OC,IFRZKEVMCSXCQR-UHFFFAOYSA-N,"3-[[5-chloro-4-(2-methoxy-4-morpholin-4-ylanilino)pyrimidin-2-yl]amino]-6-methoxy-1-methyl-4,5-dihydro-3H-1-benzazepin-2-one",NULL,Patents,1,NULL,20150202,NextMove Software,Curation Efforts|Research and Development,NULL
2069,86633880,-7.9,-7.9,-7.3,"2-[5-Chloro-2-(3-prop-2-ynyl-2,3,4,5-tetrahydro-1H-benzo[d]azepin-7-ylamino)-pyrimidin-4-ylamino]-N-methyl-benzamide","SCHEMBL885648|2-[5-Chloro-2-(3-prop-2-ynyl-2,3,4,5-tetrahydro-1H-benzo[d]azepin-7-ylamino)-pyrimidin-4-ylamino]-N-methyl-benzamide",461,C25H25ClN6O,82.2,698,4.9,33,3,6,6,"InChI=1S/C25H25ClN6O/c1-3-12-32-13-10-17-8-9-19(15-18(17)11-14-32)29-25-28-16-21(26)23(31-25)30-22-7-5-4-6-20(22)24(33)27-2/h1,4-9,15-16H,10-14H2,2H3,(H,27,33)(H2,28,29,30,31)",CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=CC4=C(CCN(CC4)CC#C)C=C3,NKNZNCRWIXOCQY-UHFFFAOYSA-N,"2-[[5-chloro-2-[(3-prop-2-ynyl-1,2,4,5-tetrahydro-3-benzazepin-7-yl)amino]pyrimidin-4-yl]amino]-N-methylbenzamide",NULL,Patents,1,NULL,20150202,Google Patents|IBM|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
